Codigo contable;Nombre cuenta;Saldo inicial;Movimiento debito;Movimiento credito;Saldo final;Corriente;No corriente
249055;Servicios;2.061.153.950,00;6.433.330.838,00;4.454.528.719,00;82.351.831,00;82.351.831,00;0
249058;Arrendamiento operativo;470.012.849,00;7.688.722.380,00;7.452.393.028,00;233.683.497,00;233.683.497,00;0
249090;Saldos - Otras cuentas por pagar;95.102.606,64;301.348.180,64;274.478.485,54;68.232.911,54;68.232.911,54;0
250000;BENEFICIOS A LOS EMPLEADOS;11.256.342.289.043,60;802.917.102.642,43;750.626.180.376,75;11.204.051.366.777,90;320.304.870.972,21;10.883.746.495.805,70
251100;BENEFICIOS A LOS EMPLEADOS A CORTO PLAZO;185.846.081.757,31;619.439.511.158,00;612.623.530.318,13;179.030.100.917,44;179.030.100.917,44;0
251101;Nómina por pagar;190.432.253,00;443.658.537.886,00;443.577.104.724,00;108.999.091,00;108.999.091,00;0
251102;Cesantías;79.078.828.780,08;96.737.644.355,00;44.275.960.444,00;26.617.144.869,08;26.617.144.869,08;0
251103;Intereses sobre cesantías;7.189.053.716,00;8.430.555.075,00;2.424.670.614,00;1.183.169.255,00;1.183.169.255,00;0
251104;Vacaciones;51.384.958.722,13;17.294.648.685,00;18.635.551.969,87;52.725.862.007,00;52.725.862.007,00;0
251105;Prima de vacaciones;34.897.629.816,00;13.230.779.157,00;13.294.068.441,00;34.960.919.100,00;34.960.919.100,00;0
251106;Prima de servicios;162.953.855,00;669.903.811,00;32.392.534.311,00;31.885.584.355,00;31.885.584.355,00;0
251107;Prima de navidad;37.367.356,00;795.449.461,00;13.134.815.463,00;12.376.733.358,00;12.376.733.358,00;0
251109;Bonificaciones;7.921.432.904,74;3.771.790.505,00;3.874.339.430,26;8.023.981.830,00;8.023.981.830,00;0
251110;Otras primas;4.692,00;2.315.040.315,00;2.315.035.623,00;0;0;0
251111;Aportes a riesgos laborales;72.721.544,00;1.349.014.012,00;1.680.643.652,00;404.351.184,00;404.351.184,00;0
251115;Capacitación, bienestar social y estímulos;286.930.638,00;1.580.150.371,00;1.309.923.159,00;16.703.426,00;16.703.426,00;0
251122;Aportes a fondos pensionales - empleador;1.557.163.038,00;13.747.269.766,00;16.815.657.482,00;4.625.550.754,00;4.625.550.754,00;0
251123;Aportes a seguridad social en salud - empleador;1.067.888.725,36;10.029.166.916,00;12.237.782.129,00;3.276.503.938,36;3.276.503.938,36;0
251124;Aportes a cajas de compensación familiar;623.611.439,00;5.195.322.320,00;6.459.217.381,00;1.887.506.500,00;1.887.506.500,00;0
251125;Incapacidades;3.575.017,00;9.523.263,00;18.028.213,00;12.079.967,00;12.079.967,00;0
251126;Medicina prepagada;0;1.620.600,00;1.620.600,00;0;0;0
251190;Otros beneficios a los empleados a corto plazo;1.371.529.261,00;623.094.660,00;176.576.682,00;925.011.283,00;925.011.283,00;0
251200;BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO;113.479.031.001,36;19.387.330.666,43;17.549.820.276,62;111.641.520.611,55;13.934.295.545,77;97.707.225.065,78
251204;Cesantías retroactivas;64.751.208.392,13;6.290.601.847,21;10.439.518.979,85;68.900.125.524,77;12.549.019.271,77;56.351.106.253,00
251290;Otros beneficios a los empleados a largo plazo;48.727.822.609,23;13.096.728.819,22;7.110.301.296,77;42.741.395.086,78;1.385.276.274,00;41.356.118.812,78
251400;BENEFICIOS POSEMPLEO - PENSIONES;10.957.017.176.285,00;163.796.682.363,00;120.159.251.327,00;10.913.379.745.249,00;127.340.474.509,00;10.786.039.270.740,00
251401;Pensiones de jubilación patronales;3.099.068.140,00;76.483.938.101,00;76.364.494.778,00;2.979.624.817,00;2.979.624.817,00;0
251404;Mesadas pensionales no reclamadas;3.210.064.196,00;404.271.180,00;503.323.680,00;3.309.116.696,00;3.309.116.696,00;0
251405;Cuotas Partes de Pensiones;12.513.866.510,00;5.353.229.437,00;42.674.554.860,00;49.835.191.933,00;49.835.191.933,00;0
251406;Bonos pensionales o cuotas partes de bonos pensionales emitidos;71.467.775.535,00;391.412.260,00;140.177.788,00;71.216.541.063,00;71.216.541.063,00;0
251410;Cálculo actuarial de pensiones actuales;6.806.745.755.757,00;59.017.492.528,00;375;6.747.728.263.604,00;0;6.747.728.263.604,00
251414;Cálculo actuarial de cuotas partes de pensiones;4.059.980.646.147,00;22.146.338.857,00;476.699.846,00;4.038.311.007.136,00;0;4.038.311.007.136,00
251500;OTROS BENEFICIOS POSEMPLEO;0;293.578.455,00;293.578.455,00;0;0;0
251502;Auxilio funerario y gastos de inhumación;0;293.578.455,00;293.578.455,00;0;0;0
270000;PROVISIONES;282.447.420.766,00;136.749.473.511,00;147.013.879.238,00;292.711.826.493,00;160.157.958.736,00;132.553.867.757,00
270100;LITIGIOS Y DEMANDAS;282.447.420.766,00;136.749.473.511,00;146.926.451.759,00;292.624.399.014,00;160.157.958.736,00;132.466.440.278,00
270103;Administrativas;115.432.841.318,00;1.558.529.732,00;10.314.183.709,00;124.188.495.295,00;21.763.789.939,00;102.424.705.356,00
270104;Obligaciones fiscales;6.140.732.228,00;872.655.071,00;241.448.700,00;5.509.525.857,00;0;5.509.525.857,00
270105;Laborales;1.205.533.484,00;73.069.523,00;194.657.723,00;1.327.121.684,00;446.025.928,00;881.095.756,00
270190;Otros litigios y demandas;159.668.313.736,00;134.245.219.185,00;136.176.161.627,00;161.599.256.178,00;137.948.142.869,00;23.651.113.309,00
270700;GARANTÍAS;0;0;87.427.479,00;87.427.479,00;0;87.427.479,00
270701;GARANTÍAS CONTRACTUALES;0;0;87.427.479,00;87.427.479,00;0;87.427.479,00
290000;OTROS PASIVOS;1.513.801.428.940,36;2.126.880.459.390,80;2.353.634.194.278,57;1.740.555.163.828,13;1.739.042.079.608,13;1.513.084.220,00
290100;AVANCES Y ANTICIPOS RECIBIDOS;1.795.955.293,00;242.770.342,00;33.556.405,00;1.586.741.356,00;1.586.741.356,00;0
290101;Anticipos sobre ventas de bienes y servicios;150.000.000,00;0;0;150.000.000,00;150.000.000,00;0
290190;Otros avances y anticipos;1.645.955.293,00;242.770.342,00;33.556.405,00;1.436.741.356,00;1.436.741.356,00;0
290200;RECURSOS RECIBIDOS EN ADMINISTRACIÓN;1.353.772.764.709,36;1.111.761.222.270,80;1.354.027.832.572,07;1.596.039.375.010,63;1.596.039.375.010,63;0
290201;En Administración;1.353.772.764.709,36;1.111.761.222.270,80;1.354.027.832.572,07;1.596.039.375.010,63;1.596.039.375.010,63;0
290300;DEPÓSITOS RECIBIDOS EN GARANTÍA;24.476.654.024,00;2.451.153.175,00;3.405.055.499,50;25.430.556.348,50;25.430.556.348,50;0
290304;Depósitos sobre contratos;24.476.654.024,00;2.451.153.175,00;3.405.055.499,50;25.430.556.348,50;25.430.556.348,50;0
291000;INGRESOS RECIBIDOS POR ANTICIPADO;4.702.270.796,00;4.565.683.107,00;3.263.909.051,00;3.400.496.740,00;1.887.412.520,00;1.513.084.220,00
291007;Ventas;2.382.999.350,00;968.310.000,00;98.394.870,00;1.513.084.220,00;0;1.513.084.220,00
291013;Contribuciones;683.633.200,00;102.879.700,00;190.498.800,00;771.252.300,00;771.252.300,00;0
291090;Otros ingresos recibidos por anticipado;1.635.638.246,00;3.494.493.407,00;2.975.015.381,00;1.116.160.220,00;1.116.160.220,00;0
291700;RETENCIONES Y ANTICIPOS DE IMPUESTOS;129.053.784.118,00;1.007.859.630.496,00;992.903.840.751,00;114.097.994.373,00;114.097.994.373,00;0
291704;Retención impuesto de industria y comercio - ICA;82.207.635.000,00;503.929.815.248,00;478.351.112.503,00;56.628.932.255,00;56.628.932.255,00;0
291705;Anticipo de impuesto de industria y comercio;0;503.929.815.248,00;503.929.815.248,00;0;0;0
291790;Anticipo otros impuestos;46.846.149.118,00;0;10.622.913.000,00;57.469.062.118,00;57.469.062.118,00;0
300000;PATRIMONIO;181.052.376.912.742,00;6.516.609.152.954,77;6.351.798.030.006,13;180.887.565.789.793,00;0;180.887.565.789.793,00
310000;PATRIMONIO DE LAS ENTIDADES DE GOBIERNO;181.052.376.912.742,00;6.516.609.152.954,77;6.351.798.030.006,13;180.887.565.789.793,00;0;180.887.565.789.793,00
310500;CAPITAL FISCAL;12.758.351.263.041,70;0;0;12.758.351.263.041,70;0;12.758.351.263.041,70
310506;Capital Fiscal;12.758.351.263.041,70;0;0;12.758.351.263.041,70;0;12.758.351.263.041,70
310900;RESULTADOS DE EJERCICIOS ANTERIORES;165.789.409.613.062,00;1.603.920.474.821,04;4.643.293.912.498,26;168.828.783.050.740,00;0;168.828.783.050.740,00
310901;Utilidades o excedentes acumulados;176.634.008.269.880,00;176.863.288.447,36;4.396.653.668.093,83;180.853.798.649.527,00;0;180.853.798.649.527,00
310902;Pérdidas o déficits acumulados;-10.844.598.656.817,70;1.427.057.186.373,68;246.640.244.404,43;-12.025.015.598.786,90;0;-12.025.015.598.786,90
311000;RESULTADO DEL EJERCICIO;3.084.364.364.502,86;4.333.837.484.271,73;1.249.473.119.768,87;0;0;0
311001;Utilidad o excedente del ejercicio;3.084.364.364.502,86;4.333.837.484.271,73;1.249.473.119.768,87;0;0;0
314600;GANANCIAS O PÉRDIDAS EN INVERSIONES DE ADMINISTRACIÓN DE LIQUIDEZ A VALOR DE MERCADO CON CAMBIOS EN EL PATRIMONIO;10.405.664,00;1.345.156,00;327.484,00;9.387.992,00;0;9.387.992,00
314602;Instrumentos de patrimonio - Empresas privadas;10.405.664,00;1.345.156,00;327.484,00;9.387.992,00;0;9.387.992,00
314800;GANANCIAS O PÉRDIDAS POR LA APLICACIÓN DEL MÉTODO DE PARTICIPACIÓN PATRIMONIAL DE INVERSIONES EN CONTROLADAS;929.316.492.543,99;0;36.887.737.472,00;966.204.230.015,99;0;966.204.230.015,99
314802;Inversiones en sociedades de economía mixta;929.316.492.543,99;0;36.887.737.472,00;966.204.230.015,99;0;966.204.230.015,99
315100;GANANCIAS O PÉRDIDAS POR BENEFICIOS POSEMPLEO;-1.509.075.226.073,00;578.849.848.706,00;422.142.932.783,00;-1.665.782.141.996,00;0;-1.665.782.141.996,00
315101;Ganancias o Pérdidas Actuariales por Planes de Beneficios Posempleo;-2.181.156.391.588,00;0;0;-2.181.156.391.588,00;0;-2.181.156.391.588,00
315102;Ganancias o pérdidas del plan de activos para beneficios posempleos;672.081.165.515,00;578.849.848.706,00;422.142.932.783,00;515.374.249.592,00;0;515.374.249.592,00
400000;INGRESOS;0;2.156.709.175.460,85;7.769.360.479.316,11;5.612.651.303.855,26;0;5.612.651.303.855,26
410000;INGRESOS FISCALES;0;210.869.117.996,04;3.954.039.999.846,87;3.743.170.881.850,83;0;3.743.170.881.850,83
410500;IMPUESTOS;0;151.456.820.686,04;3.613.224.973.536,85;3.461.768.152.850,81;0;3.461.768.152.850,81
410502;Impuesto de registro;0;17.553.714.900,00;53.447.333.360,00;35.893.618.460,00;0;35.893.618.460,00
410507;Impuesto predial unificado;0;0;715.954.977.902,00;715.954.977.902,00;0;715.954.977.902,00
410508;Impuesto de industria y comercio;0;127.646.894.000,00;2.455.042.985.545,00;2.327.396.091.545,00;0;2.327.396.091.545,00
410519;Impuesto de delineación urbana, estudios y aprobación de planos;0;0;3.007.646.000,00;3.007.646.000,00;0;3.007.646.000,00
410522;Impuesto al consumo de tabaco y cigarrillos;0;5.830.937.459,00;72.822.364.976,00;66.991.427.517,00;0;66.991.427.517,00
410524;Impuesto al consumo de cerveza;0;368.845.050,00;92.726.532.413,00;92.357.687.363,00;0;92.357.687.363,00
410533;Impuesto sobre vehículos automotores;0;56.429.277,04;109.018.633.445,85;108.962.204.168,81;0;108.962.204.168,81
410535;Sobretasa a la gasolina;0;0;98.505.856.000,00;98.505.856.000,00;0;98.505.856.000,00
410536;Sobretasa al ACPM;0;0;7.237.479.385,00;7.237.479.385,00;0;7.237.479.385,00
410553;Impuesto unificado de azar y espectáculos;0;0;4.562.984.000,00;4.562.984.000,00;0;4.562.984.000,00
410558;Impuesto a publicidad exterior visual;0;0;898.180.030,00;898.180.030,00;0;898.180.030,00
410590;Otros impuestos distritales;0;0;480;480;0;480
411000;CONTRIBUCIONES, TASAS E INGRESOS NO TRIBUTARIOS;0;343.889.981,00;322.077.125.722,02;321.733.235.741,02;0;321.733.235.741,02
411001;Tasas;0;226.713.289,00;16.678.040.112,00;16.451.326.823,00;0;16.451.326.823,00
411002;Multas;0;14.745.625,00;78.815.828.901,00;78.801.083.276,00;0;78.801.083.276,00
411003;Intereses;0;14.021.045,00;24.183.988.650,00;24.169.967.605,00;0;24.169.967.605,00
411004;Sanciones;0;0;18.520.552.069,00;18.520.552.069,00;0;18.520.552.069,00
411015;Inscripciones;0;0;324.928.300,00;324.928.300,00;0;324.928.300,00
411025;Participación en el transporte por oleoductos;0;0;4.482.155,00;4.482.155,00;0;4.482.155,00
411027;Estampillas;0;155.000,00;48.019.544.623,00;48.019.389.623,00;0;48.019.389.623,00
411034;Derechos de tránsito;0;85.897.522,00;14.296.843.913,00;14.210.946.391,00;0;14.210.946.391,00
411046;Licencias;0;1.254.100,00;3.196.287.000,00;3.195.032.900,00;0;3.195.032.900,00
411061;Contribuciones;0;345.000,00;100.272.832.867,00;100.272.487.867,00;0;100.272.487.867,00
411072;Renta del monopolio de juegos de suerte y azar;0;0;6.619.307.223,00;6.619.307.223,00;0;6.619.307.223,00
411075;Participación en plusvalía;0;0;4.441.464.483,00;4.441.464.483,00;0;4.441.464.483,00
411090;Otros ingresos no tributarios;0;758.400,00;6.703.025.426,02;6.702.267.026,02;0;6.702.267.026,02
419500;DEVOLUCIONES Y DESCUENTOS (DB);0;59.068.407.329,00;18.737.900.588,00;-40.330.506.741,00;0;-40.330.506.741,00
419502;Ingresos no tributarios;0;47.906.326.646,00;18.737.900.588,00;-29.168.426.058,00;0;-29.168.426.058,00
419510;Impuesto predial unficado;0;2.079.529.000,00;0;-2.079.529.000,00;0;-2.079.529.000,00
419511;Impuesto de industria y comercio;0;2.297.993.683,00;0;-2.297.993.683,00;0;-2.297.993.683,00
419525;Impuesto sobre vehículos automotores;0;6.746.095.000,00;0;-6.746.095.000,00;0;-6.746.095.000,00
419551;Otros impuestos distritales;0;38.463.000,00;0;-38.463.000,00;0;-38.463.000,00
440000;TRANSFERENCIAS Y SUBVENCIONES;0;80.236.837.217,00;1.734.785.120.439,00;1.654.548.283.222,00;0;1.654.548.283.222,00
440800;SISTEMA GENERAL DE PARTICIPACIONES;0;51.733.722.620,00;668.145.562.134,00;616.411.839.514,00;0;616.411.839.514,00
440818;Participación para educación;0;41.134.760.410,00;557.147.828.963,00;516.013.068.553,00;0;516.013.068.553,00
440819;Participación para propósito general;0;930.808.997,00;64.673.788.310,00;63.742.979.313,00;0;63.742.979.313,00
440820;Participación para pensiones - fondo nacional de pensiones de las entidades territoriales;0;9.668.153.213,00;9.668.153.213,00;0;0;0
440821;Programas de alimentación escolar;0;0;1.875.596.682,00;1.875.596.682,00;0;1.875.596.682,00
440824;Participación para agua potable y saneamiento básico;0;0;34.780.194.966,00;34.780.194.966,00;0;34.780.194.966,00
441300;SISTEMA GENERAL DE REGALIAS;0;0;31.494.707.022,00;31.494.707.022,00;0;31.494.707.022,00
441301;Asignaciones Directas;0;0;15.805.449,00;15.805.449,00;0;15.805.449,00
441302;Para proyectos de ciencia, tecnología e innovación;0;0;4.893.346.636,00;4.893.346.636,00;0;4.893.346.636,00
441303;Para proyectos de desarrollo regional;0;0;23.217.482.759,00;23.217.482.759,00;0;23.217.482.759,00
441305;Para ahorro pensional territorial;0;0;3.368.072.178,00;3.368.072.178,00;0;3.368.072.178,00
442800;OTRAS TRANSFERENCIAS;0;28.503.114.597,00;1.035.144.851.283,00;1.006.641.736.686,00;0;1.006.641.736.686,00
442801;Para pago de pensiones y/o cesantías;0;17.700.022.737,00;17.700.022.737,00;0;0;0
442802;Para proyectos de inversión;0;107.294.232,00;107.294.232,00;0;0;0
442803;Para gastos de funcionamiento;0;6.362.187.438,00;6.362.187.438,00;0;0;0
442805;Para programas de educación;0;2.989.624.432,00;2.989.624.432,00;0;0;0
442807;Bienes recibidos sin contraprestación;0;120.876.474,00;1.005.733.152.761,00;1.005.612.276.287,00;0;1.005.612.276.287,00
442808;Donaciones;0;586.689.797,00;1.616.150.196,00;1.029.460.399,00;0;1.029.460.399,00
442890;Otras transferencias;0;636.419.487,00;636.419.487,00;0;0;0
470000;OPERACIONES INTERINSTITUCIONALES;0;1.846.788.471.993,64;1.853.824.454.037,64;7.035.982.044,00;0;7.035.982.044,00
470500;FONDOS RECIBIDOS;0;1.706.182.408.387,00;1.706.182.408.387,00;0;0;0
470508;Funcionamiento;0;295.819.297.933,00;295.819.297.933,00;0;0;0
470510;Inversión;0;1.410.363.110.454,00;1.410.363.110.454,00;0;0;0
472000;OPERACIONES DE ENLACE;0;131.668.580.725,64;137.886.121.645,64;6.217.540.920,00;0;6.217.540.920,00
472080;Recaudos;0;110.540.036.463,14;110.540.036.463,14;0;0;0
472081;Devoluciones de ingresos;0;21.128.544.262,50;27.346.085.182,50;6.217.540.920,00;0;6.217.540.920,00
472200;OPERACIONES SIN FLUJO DE EFECTIVO;0;8.937.482.881,00;9.755.924.005,00;818.441.124,00;0;818.441.124,00
472290;Otras operaciones sin flujo de efectivo;0;8.937.482.881,00;9.755.924.005,00;818.441.124,00;0;818.441.124,00
480000;OTROS INGRESOS;0;18.814.748.254,17;226.710.904.992,60;207.896.156.738,43;0;207.896.156.738,43
480200;FINANCIEROS;0;12.963.418.846,54;119.469.873.054,03;106.506.454.207,49;0;106.506.454.207,49
480201;Intereses sobre depósitos en instituciones financieras;0;2.635.525.032,01;43.227.193.057,78;40.591.668.025,77;0;40.591.668.025,77
480204;Intereses de fondos de uso restringido;0;6.000,00;195.625.990,00;195.619.990,00;0;195.619.990,00
480206;Ganancia por valoración de inversiones de administración de liquidez a valor de mercado (valor razonable) con cambios en el resultado;0;4.854.538.082,35;15.683.489.687,00;10.828.951.604,65;0;10.828.951.604,65
480226;Rendimientos por Reajuste Monetario;0;0;1.436.790,00;1.436.790,00;0;1.436.790,00
480232;Rendimientos sobre recursos entregados en administración;0;14.247,00;2.673.973.308,74;2.673.959.061,74;0;2.673.959.061,74
480233;Otros intereses de mora;0;0;2.582.216,00;2.582.216,00;0;2.582.216,00
480240;Rendimientos de recursos Sistema General de Regalías;0;0;247.893.113,79;247.893.113,79;0;247.893.113,79
480242;Rendimiento de cuentas por cobrar al costo;0;0;7.145.330.186,00;7.145.330.186,00;0;7.145.330.186,00
480290;Otros ingresos financieros;0;5.473.335.485,18;50.292.348.704,72;44.819.013.219,54;0;44.819.013.219,54
480600;AJUSTE POR DIFERENCIA EN CAMBIO;0;4.265.867.972,01;4.725.313.498,12;459.445.526,11;0;459.445.526,11
480601;Efectivo y equivalentes al efectivo;0;512.393.480,01;971.839.006,12;459.445.526,11;0;459.445.526,11
480645;Operaciones de financiamiento externas de largo plazo;0;3.753.474.492,00;3.753.474.492,00;0;0;0
480800;INGRESOS DIVERSOS;0;1.158.978.132,62;96.633.171.330,07;95.474.193.197,45;0;95.474.193.197,45
480803;Cuotas partes de pensiones;0;0;79.578.801,00;79.578.801,00;0;79.578.801,00
480805;utilidad en venta de activos;0;0;508.090.976,00;508.090.976,00;0;508.090.976,00
480815;Fotocopias;0;0;7.532.178,00;7.532.178,00;0;7.532.178,00
480817;Arrendamientos;0;34.222.054,00;521.951.828,44;487.729.774,44;0;487.729.774,44
480818;Contratos para la gestión de servicios públicos;0;0;153.146.910,00;153.146.910,00;0;153.146.910,00
480825;Sobrantes;0;0;1.076.560.125,22;1.076.560.125,22;0;1.076.560.125,22
480826;Recuperaciones;0;328.431.796,00;87.407.018.638,80;87.078.586.842,80;0;87.078.586.842,80
480827;Aprovechamientos;0;0;189.443.208,00;189.443.208,00;0;189.443.208,00
480828;Indemnizaciones;0;0;1.021.300.741,00;1.021.300.741,00;0;1.021.300.741,00
480837;Variaciones de beneficios a los empleados a largo plazo y de beneficios por terminación del vínculo laboral o contractual;0;10.659.032,06;283.764.246,05;273.105.213,99;0;273.105.213,99
480839;Compensación o indemnización por deterioro, perdidas o abandonos;0;0;201.994,00;201.994,00;0;201.994,00
480890;Otros ingresos ordinarios;0;785.665.250,56;5.384.581.683,56;4.598.916.433,00;0;4.598.916.433,00
481100;GANANCIAS POR LA APLICACIÓN DEL MÉTODO DE PARTICIPACIÓN PATRIMONIAL DE INVERSIONES EN CONTROLADAS;0;423.816.636,00;5.524.369.794,70;5.100.553.158,70;0;5.100.553.158,70
481104;Sociedades de economía mixta;0;423.816.636,00;969.927.685,00;546.111.049,00;0;546.111.049,00
481105;Empresas públicas societarias;0;0;4.554.442.109,70;4.554.442.109,70;0;4.554.442.109,70
483000;REVERSIÓN DE LAS PÉRDIDAS POR DETERIORO DE VALOR;0;2.666.667,00;358.177.315,68;355.510.648,68;0;355.510.648,68
483002;Cuentas por cobrar;0;2.666.667,00;355.382.297,68;352.715.630,68;0;352.715.630,68
483004;Prestamos por Cobrar;0;0;2.795.018,00;2.795.018,00;0;2.795.018,00
500000;GASTOS;0;5.218.597.943.924,08;2.247.587.336.600,25;2.971.010.607.323,83;0;2.971.010.607.323,83
510000;DE ADMINISTRACIÓN Y OPERACIÓN;0;554.086.060.756,68;20.618.850.882,56;533.467.209.874,12;0;533.467.209.874,12
510100;SUELDOS Y SALARIOS;0;163.400.992.803,26;2.585.000.919,00;160.815.991.884,26;0;160.815.991.884,26
510101;Sueldos;0;115.561.454.004,00;2.306.745.270,00;113.254.708.734,00;0;113.254.708.734,00
510103;Horas extras y festivos;0;5.353.688.155,00;22.021.204,00;5.331.666.951,00;0;5.331.666.951,00
510105;Gastos de representación;0;7.807.627.211,00;12.311.754,00;7.795.315.457,00;0;7.795.315.457,00
510110;Prima técnica;0;29.419.412.084,00;17.431.410,00;29.401.980.674,00;0;29.401.980.674,00
510119;Bonificaciones;0;4.835.072.209,26;226.374.013,00;4.608.698.196,26;0;4.608.698.196,26
510123;Auxilio de transporte;0;258.698.674,00;71.157,00;258.627.517,00;0;258.627.517,00
510160;Subsidio de alimentación;0;165.040.466,00;46.111,00;164.994.355,00;0;164.994.355,00
510200;CONTRIBUCIONES IMPUTADAS;0;1.028.467.544,00;0;1.028.467.544,00;0;1.028.467.544,00
510201;Incapacidades;0;283.766.489,00;0;283.766.489,00;0;283.766.489,00
510203;Indemnizaciones;0;608.479.749,00;0;608.479.749,00;0;608.479.749,00
510204;Gastos médicos y drogas;0;90.273.398,00;0;90.273.398,00;0;90.273.398,00
510216;Licencias;0;45.947.908,00;0;45.947.908,00;0;45.947.908,00
510300;CONTRIBUCIONES EFECTIVAS;0;42.430.660.640,00;70.747.437,00;42.359.913.203,00;0;42.359.913.203,00
510302;Aportes a cajas de compensación familiar;0;6.552.863.681,00;78.100,00;6.552.785.581,00;0;6.552.785.581,00
510303;Cotizaciones a seguridad social en salud;0;13.950.775.377,00;42.461.389,00;13.908.313.988,00;0;13.908.313.988,00
510305;Cotizaciones a riesgos profesionales;0;1.894.101.152,00;49.300,00;1.894.051.852,00;0;1.894.051.852,00
510306;Cotizaciones a entidades administradoras del régimen de prima media;0;13.439.858.091,00;6.382.022,00;13.433.476.069,00;0;13.433.476.069,00
510307;Cotizaciones a entidades administradoras del régimen de ahorro individual;0;6.573.720.783,00;21.639.210,00;6.552.081.573,00;0;6.552.081.573,00
510308;Medicina prepagada;0;583.440,00;0;583.440,00;0;583.440,00
510390;Otras contribuciones efectivas;0;18.758.116,00;137.416,00;18.620.700,00;0;18.620.700,00
510400;APORTES SOBRE LA NÓMINA;0;8.249.757.431,00;9.140.000,00;8.240.617.431,00;0;8.240.617.431,00
510401;Aportes al ICBF;0;4.938.789.986,00;58.500,00;4.938.731.486,00;0;4.938.731.486,00
510402;Aportes al SENA;0;874.839.052,00;9.081.500,00;865.757.552,00;0;865.757.552,00
510403;Aportes ESAP;0;820.530.198,00;0;820.530.198,00;0;820.530.198,00
510404;Aportes a escuelas industriales e institutos técnicos;0;1.615.598.195,00;0;1.615.598.195,00;0;1.615.598.195,00
510700;PRESTACIONES SOCIALES;0;106.130.773.423,63;16.541.908.531,00;89.588.864.892,63;0;89.588.864.892,63
510701;Vacaciones;0;13.806.284.732,87;1.586.293.510,00;12.219.991.222,87;0;12.219.991.222,87
510702;Cesantías;0;24.517.152.754,00;10.955.953.860,00;13.561.198.894,00;0;13.561.198.894,00
510703;Intereses a las Cesantias;0;1.788.941.541,00;1.113.951.958,00;674.989.583,00;0;674.989.583,00
510704;Prima de vacaciones;0;9.492.028.882,00;1.120.237.079,00;8.371.791.803,00;0;8.371.791.803,00
510705;Prima de navidad;0;11.092.839.590,00;66.928.549,00;11.025.911.041,00;0;11.025.911.041,00
510706;Prima de servicios;0;27.954.837.224,00;676.808.743,00;27.278.028.481,00;0;27.278.028.481,00
510707;Bonificación especial de recreación;0;820.527.389,00;88.203.841,00;732.323.548,00;0;732.323.548,00
510708;Cesantias Retroactivas;0;9.754.088.577,50;769.762.864,00;8.984.325.713,50;0;8.984.325.713,50
510790;Otras primas;0;6.337.555.926,00;816.117,00;6.336.739.809,00;0;6.336.739.809,00
510795;Otras prestaciones sociales;0;566.516.807,26;162.952.010,00;403.564.797,26;0;403.564.797,26
510800;GASTOS DE PERSONAL DIVERSOS;0;6.510.499.682,83;117.415.701,00;6.393.083.981,83;0;6.393.083.981,83
510801;Remuneración por servicios técnicos;0;57.914.218,00;0;57.914.218,00;0;57.914.218,00
510803;Capacitación, bienestar social y estímulos;0;2.331.437.995,00;14.604.072,00;2.316.833.923,00;0;2.316.833.923,00
510804;Dotación y suministro a trabajadores;0;97.175.393,83;18.191.887,00;78.983.506,83;0;78.983.506,83
510805;Gastos deportivos y de recreación;0;7.582.068,00;0;7.582.068,00;0;7.582.068,00
510806;Contratos de personal temporal;0;1.926.428.570,00;77.051.271,00;1.849.377.299,00;0;1.849.377.299,00
510807;Gastos de viaje;0;39.987.267,00;7.568.471,00;32.418.796,00;0;32.418.796,00
510810;Viáticos;0;17.401.813,00;0;17.401.813,00;0;17.401.813,00
510812;Variaciones de beneficios a los empleados a largo plazo y de beneficios por terminación del vínculo laboral o contractual;0;2.016.744.210,00;0;2.016.744.210,00;0;2.016.744.210,00
510890;Otros gastos de personal diversos;0;15.828.148,00;0;15.828.148,00;0;15.828.148,00
511100;GENERALES;0;226.207.801.222,96;1.222.206.555,56;224.985.594.667,40;0;224.985.594.667,40
511102;Material quirúrgico;0;6.875.826,00;0;6.875.826,00;0;6.875.826,00
511104;Loza y Cristalería;0;16.000,00;0;16.000,00;0;16.000,00
511105;Gastos de organización y puesta en marcha;0;42.500.000,00;0;42.500.000,00;0;42.500.000,00
511106;Estudios y proyectos;0;12.130.742.358,22;94.934.816,00;12.035.807.542,22;0;12.035.807.542,22
511113;Vigilancia y seguridad;0;10.461.156.858,00;0;10.461.156.858,00;0;10.461.156.858,00
511114;Materiales y suministros;0;20.277.629.399,82;577.017.496,50;19.700.611.903,32;0;19.700.611.903,32
511115;Mantenimiento;0;15.792.376.449,00;282.745.190,00;15.509.631.259,00;0;15.509.631.259,00
511116;Reparaciones;0;109.300.982,00;0;109.300.982,00;0;109.300.982,00
511117;Servicios públicos;0;10.116.675.165,00;15.005.901,00;10.101.669.264,00;0;10.101.669.264,00
511118;Arrendamiento operativo;0;11.827.276.441,00;19.340.899,00;11.807.935.542,00;0;11.807.935.542,00
511119;Viáticos y gastos de viaje;0;13.422.275,00;0;13.422.275,00;0;13.422.275,00
511120;Publicidad y propaganda;0;1.190.618.567,00;0;1.190.618.567,00;0;1.190.618.567,00
511121;Impresos, publicaciones, suscripciones y afiliaciones;0;133.021.859,00;7.531.425,00;125.490.434,00;0;125.490.434,00
